region,country,in_bfp_flag,bfp_year,years_since_bfp,index,catalogue_solution_type_level_a,catalogue_solution_type_level_b,status_num,solution_type,level,grant,debt_equity,risk,fiscal,market,regulatory,generate,realign,avoid,deliver,private,public,implemented_flag,bfp_impl_group,iso3c
Africa,Uganda,TRUE,2019,5,ISB,Incentives for sustainable business,Conservation incentives,0,Incentives for sustainable business,A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,UGA
Africa,Uganda,TRUE,2019,5,PST,Promotion of sustainable tourism,NA,1,Promotion of sustainable tourism,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,In-BFP: implemented,UGA
Africa,Uganda,TRUE,2019,5,SST,Sustainability standards and certification (voluntary),NA,0,Sustainability standards and certification (voluntary),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,In-BFP: not implemented,UGA
Africa,Uganda,TRUE,2019,5,TFWI,Taxes and fees in the wildlife sector,NA,0,Taxes and fees in the wildlife sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,UGA
Africa,Uganda,TRUE,2019,5,TFF,"Taxes, Fees and Royalties in the Forestry Sector",NA,0,"Taxes, Fees and Royalties in the Forestry Sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,UGA
Africa,Uganda,TRUE,2019,5,TFW,"Tarrifs, fees and taxes in the water sector",NA,0,"Tarrifs, fees and taxes in the water sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,UGA
Africa,Uganda,TRUE,2019,5,ES,Enabling solutions,NA,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,UGA
Africa,Uganda,TRUE,2019,5,BO,Biodiversity offsets (detailed review),NA,0,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,UGA
Africa,Madagascar,TRUE,2022,2,DBS,Debt-for-Nature Swaps (detailed review),NA,0,Debt-for-Nature Swaps (detailed review),A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,TFF,"Taxes, fees and royalties in the forestry sector",NA,1,"Taxes, Fees and Royalties in the Forestry Sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,MDG
Africa,Madagascar,TRUE,2022,2,TFS,Trust funds (detailed review),"Climate, carbon and forestry funds",0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,TFS,Trust funds (detailed review),NA,1,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,In-BFP: implemented,MDG
Africa,Madagascar,TRUE,2022,2,PST,Promotion of sustainable tourism,NA,0,Promotion of sustainable tourism,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,BO,Biodiversity offsets (detailed review),NA,0,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,ES,Enabling solutions,Partnership and platform,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,CM,Carbon markets (detailed review),REDD+,0,Carbon markets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,BO,Biodiversity offsets (detailed review),NA,0,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,TFI,"Taxes, fees and quotas in the fishery sector",NA,0,"Taxes, fees and quotas in the fishery sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,CM,Carbon markets (detailed review),REDD+,0,Carbon markets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,ODA,Increasing Official Development Assistance (ODA),Bilateral ODA,0,Increasing Official Development Assistance (ODA),A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,PBE,Enhance public budget execution,Remove barriers for public budget execution-internal,1,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,In-BFP: implemented,MDG
Africa,Madagascar,TRUE,2022,2,RBB,Result based budgeting,NA,1,Result based budgeting,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,In-BFP: implemented,MDG
Africa,Madagascar,TRUE,2022,2,BFS,Biodiversity friendly subsidies,Subsidies for organic agriculture,0,Biodiversity friendly subsidies,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,TT,Taxes and fees in the tourism sector,NA,0,Taxes and fees in the tourism sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,PST,Promotion of sustainable tourism,NA,0,Promotion of sustainable tourism,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,SST,Sustainability standards and certification (voluntary),Eco-labels,0,Sustainability standards and certification (voluntary),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,PBE,Enhance public budget execution,NA,0,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,ABS,Access and Benefit Sharing,NA,0,Access and Benefit Sharing,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,TRUE,2022,2,CS,Corporate sustainability,NA,0,Corporate sustainability,A,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,In-BFP: not implemented,MDG
Africa,Madagascar,FALSE,NA,NA,GB,Green bonds,Blue bonds,1,Green bonds (detailed review),A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MDG
Africa,Madagascar,FALSE,NA,NA,CM,Carbon markets (detailed review),Voluntary climate financing,1,Carbon markets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MDG
Africa,Madagascar,FALSE,NA,NA,GL,Green lending,Green microfinance,1,Green lending,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MDG
Africa,Madagascar,FALSE,NA,NA,PES,Payment for Ecosystem Services (detailed review),NA,1,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,MDG
Asia and the Pacific,India,TRUE,2019,5,LOB,Lobbying for public budget allocations,NA,0,Lobbying for public budget allocations,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,TFS,Trust funds (detailed review),NA,0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,PBE,Enhance public budget execution,NA,1,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,In-BFP: implemented,IND
Asia and the Pacific,India,TRUE,2019,5,ES,Enabling solutions,Partnership and platform,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,CD,Corporate and corporate foundations' donations,NA,1,Corporate and corporate foundations' donations,A,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,In-BFP: implemented,IND
Asia and the Pacific,India,TRUE,2019,5,BIF,Biodiversity Inverstment funds,NA,0,Biodiversity Inverstment funds,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,BIO,Bioprospecting (detailed review),NA,1,Bioprospecting (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,In-BFP: implemented,IND
Asia and the Pacific,India,TRUE,2019,5,EC,Compensation for planned environmental damage,NA,0,Compensation for planned environmental damage,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,EFT,Ecological fiscal transfers (detailed review),NA,0,Ecological fiscal transfers (detailed review),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,ODA,Increasing Official Development Assistance (ODA),NA,0,Increasing Official Development Assistance (ODA),A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,PES,Payment for Ecosystem Services (detailed review),NA,0,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,TRUE,2019,5,TFW,"Tarrifs, fees and taxes in the water sector",NA,0,"Tarrifs, fees and taxes in the water sector",A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,IND
Asia and the Pacific,India,FALSE,NA,NA,FNT,Fintech,NA,1,Fintech,A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,IND
Asia and the Pacific,India,FALSE,NA,NA,ES,Enabling solutions,Disclosure,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,IND
Asia and the Pacific,Philippines,TRUE,2016,8,LOB,Lobbying for public budget allocations, ,1,Lobbying for public budget allocations,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,ES,Enabling solutions,Expenditure reporting,0,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,PBE,Enhance public budget execution, ,0,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,LOB,Lobbying for public budget allocations, ,0,Lobbying for public budget allocations,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,TT,Taxes and fees in the tourism sector, ,1,Taxes and fees in the tourism sector,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,TFS,Trust funds (detailed review), ,0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,EAR,Earmarking and retention of biodiversity revenues (self income), ,0,Earmarking and retention of biodiversity revenues (self income),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,TFS,Trust funds (detailed review), ,1,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,In-BFP: implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,EFT,Ecological fiscal transfers (detailed review), ,0,Ecological fiscal transfers (detailed review),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,CRW,Crowd funding, ,1,Crowd funding,A,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,In-BFP: implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,CS,Corporate sustainability, ,0,Corporate sustainability,A,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,ES,Enabling solutions,Partnership and platform,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,II,Impact investment (detailed review), ,0,Impact investment (detailed review),A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,PHL
Asia and the Pacific,Philippines,TRUE,2016,8,CLP,Conservation or wildlife themed items,Products sold for conservation or wildlife,1,Conservation or wildlife themed items,A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,In-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,ES,Enabling solutions,Expenditure reporting,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,ES,Enabling solutions,Expenditure reporting,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,LOB,Lobbying for public budget allocations, ,1,Lobbying for public budget allocations,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,LOB,Lobbying for public budget allocations, ,1,Lobbying for public budget allocations,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,PBE,Enhance public budget execution,Enhance local budget execution,1,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,TFS,Trust funds (detailed review), ,1,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,ES,Enabling solutions, ,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,ES,Enabling solutions,Mainstreaming,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,MPD,Mobilization of private donations, ,1,Mobilization of private donations,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,ES,Enabling solutions, ,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,ES,Enabling solutions, ,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Asia and the Pacific,Philippines,FALSE,NA,NA,ES,Enabling solutions, ,1,Enabling  solutions,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,PHL
Latin America and Caribbean,Mexico,TRUE,2018,6,RBB,Result based budgeting, ,0,Result based budgeting,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,TFS,Trust funds (detailed review),"Climate, carbon and forestry funds",0,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,In-BFP: not implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,II,Impact investment (detailed review), ,0,Impact investment (detailed review),A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,GK,Green Banks, ,0,Green banks,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,In-BFP: not implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,GS,Green Stock, ,0,Green stock,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,In-BFP: not implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,ODA,Increasing Official Development Assistance (ODA),Aid coordination strategies,0,Increasing Official Development Assistance (ODA),A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,In-BFP: not implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,HS,Change subsidies harmful to biodiversity, ,1,Change subsidies harmful to biodiversity,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,NCA,Promoting natural capital accounting,NA,1,Promoting natural capital accounting,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,ODA,Climate aid, ,1,Increasing Official Development Assistance (ODA),A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,In-BFP: implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,CM,Carbon markets (detailed review), ,1,Carbon markets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,In-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,TNRR,Taxes on natural resources (non-renewables), ,1,Taxes on natural resources (non-renewables),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,PES,Payment for Ecosystem Services (detailed review), ,1,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,CT,Carbon tax, ,1,Carbon tax,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,BO,Biodiversity offsets (detailed review), ,1,Biodiversity offsets (detailed review),A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,GP,Green procurement, ,1,Green procurement,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,PES,Payment for Ecosystem Services (detailed review), ,1,Payment for Ecosystem Services (detailed review),A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,In-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,2018,6,PST,​​Promotion of sustainable tourism​, ,1,Promotion of sustainable tourism,A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,TFS,Trust funds (detailed review), ,1,Trust funds (detailed review),A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,RBB,Result based budgeting, ,1,Result based budgeting,A,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,PBE,Enhance public budget execution, ,1,Enhance public budget execution,A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,MPD,Mobilization of private donations, ,1,Mobilization of private donations,A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,In-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,TNRR,Taxes on natural resources (non-renewables), ,1,Taxes on natural resources (non-renewables),A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,EIA,Environmental (and Social) Impact Assessment, ,1,Environmental (and Social) Impact Assessment,A,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,VC,Venture capital, ,1,Venture capital,A,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,FALSE,NA,NA,ERI,Environmental risk insurance, ,1,Environmental risk insurance,A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Post-BFP: implemented,MEX
Latin America and Caribbean,Mexico,TRUE,2018,6,ISB,Incentives for sustainable business, ,1,Incentives for sustainable business,A,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,In-BFP: implemented,MEX
